Nomor Kontrak,Nama Vendor,Jenis Pengadaan,Durasi Kontrak (hari),HPS,Risk Level,Priority,Predicted Duration
PK-87033,PT Wibisono Winarsih (Persero) Tbk,Pengadaan Barang,147,2731999122,Tinggi,Penting,107 hari
PK-21154,PT Simbolon Rahmawati Tbk,Pengadaan Jasa,151,2958509378,Tinggi,Penting,111 hari
PK-19862,UD Lailasari Zulaika (Persero) Tbk,Pengembangan Sistem,337,2044906870,Tinggi,Penting,297 hari
PK-91386,CV Salahudin Tbk,Lisensi & Perangkat Lunak,241,4617801609,Tinggi,Penting,201 hari
PK-30374,UD Pradana Latupono Tbk,Pengembangan Sistem,351,4096702879,Tinggi,Penting,311 hari
PK-496,UD Iswahyudi Nababan,Jasa Konsultansi,197,1339566398,Tinggi,Penting,157 hari
PK-60269,Perum Kusmawati Prayoga Tbk,Lisensi & Perangkat Lunak,325,"840191913,9",Sedang,Penting,285 hari
PK-60724,PD Sihotang (Persero) Tbk,Pengadaan Jasa,224,4526326163,Tinggi,Penting,184 hari
PK-68723,Perum Nuraini Namaga (Persero) Tbk,Pengadaan Barang,160,3502847347,Tinggi,Penting,120 hari
PK-7709,PT Mardhiyah Nurdiyanti (Persero) Tbk,Pengadaan Barang,278,2685238542,Tinggi,Penting,238 hari
PK-83590,Perum Waluyo (Persero) Tbk,Pengadaan Jasa,211,1285735503,Tinggi,Penting,171 hari
PK-84223,Perum Utama (Persero) Tbk,Jasa Konsultansi,45,4701235336,Tinggi,Penting,5 hari
PK-87078,UD Habibi Namaga,Pengadaan Barang,358,2631001271,Tinggi,Penting,318 hari
PK-49923,UD Prasasta Wahyudin Tbk,Pengembangan Sistem,241,3138144828,Tinggi,Penting,201 hari
PK-38029,Perum Utami (Persero) Tbk,Jasa Konsultansi,280,"636041486,4",Sedang,Penting,240 hari
PK-44100,Perum Waluyo (Persero) Tbk,Jasa Konsultansi,110,3116956510,Tinggi,Penting,70 hari
PK-26527,PD Dongoran Widodo,Jasa Konsultansi,287,4882679772,Tinggi,Penting,247 hari
PK-57628,PT Wibisono Winarsih (Persero) Tbk,Lisensi & Perangkat Lunak,265,4041462158,Tinggi,Penting,225 hari
PK-21750,UD Samosir Prayoga Tbk,Pengadaan Jasa,59,4309610807,Tinggi,Penting,19 hari
PK-68276,UD Samosir Prayoga Tbk,Pengadaan Jasa,127,4633482744,Tinggi,Penting,87 hari
PK-19545,CV Latupono (Persero) Tbk,Pengadaan Barang,179,1136660002,Tinggi,Penting,139 hari
PK-37083,Perum Fujiati Suartini,Jasa Konsultansi,278,391066681,Rendah,Penting,238 hari
PK-648,CV Salahudin Tbk,Lisensi & Perangkat Lunak,41,1467790314,Tinggi,Penting,1 hari
PK-88324,UD Samosir Prayoga Tbk,Pengadaan Jasa,144,2817823646,Tinggi,Penting,104 hari
PK-3291,PD Prasetya Pratama Tbk,Jasa Konsultansi,34,1295214846,Tinggi,Penting,-6 hari
PK-76529,PD Yulianti Nababan,Pengadaan Barang,198,2162336420,Tinggi,Penting,158 hari
PK-27923,Perum Megantara,Pengadaan Barang,150,1574136335,Tinggi,Penting,110 hari
PK-89517,CV Rahmawati Marpaung Tbk,Lisensi & Perangkat Lunak,101,4571695525,Tinggi,Penting,61 hari
PK-71666,PD Laksita Sinaga Tbk,Lisensi & Perangkat Lunak,104,1158738531,Tinggi,Penting,64 hari
PK-1844,Perum Kusmawati Prayoga Tbk,Lisensi & Perangkat Lunak,31,1749104286,Tinggi,Penting,-9 hari
PK-48152,CV Widiastuti Maulana,Pengembangan Sistem,319,"613467983,1",Sedang,Penting,279 hari
PK-56815,PD Situmorang Wahyudin,Pengadaan Jasa,73,2250026640,Tinggi,Penting,33 hari
PK-17810,PT Mardhiyah Nurdiyanti (Persero) Tbk,Pengadaan Jasa,40,"58026356,05",Rendah,Penting,0 hari
PK-98488,CV Narpati Tbk,Pengadaan Jasa,31,2268723364,Tinggi,Penting,-9 hari
PK-4399,PT Mahendra Usada,Lisensi & Perangkat Lunak,199,3648858753,Tinggi,Penting,159 hari
PK-96369,PT Jailani Hasanah Tbk,Pengadaan Jasa,147,1298371452,Tinggi,Penting,107 hari
PK-44167,CV Latupono (Persero) Tbk,Lisensi & Perangkat Lunak,97,"409045051,1",Rendah,Penting,57 hari
PK-98704,Perum Halim Gunawan,Pengadaan Jasa,331,4958297684,Tinggi,Penting,291 hari
PK-67157,Perum Utama (Persero) Tbk,Pengadaan Barang,221,4446913761,Tinggi,Penting,181 hari
PK-45614,PT Zulkarnain,Jasa Konsultansi,292,3136163991,Tinggi,Penting,252 hari
PK-58690,PT Jailani,Pengadaan Jasa,116,1449456110,Tinggi,Penting,76 hari
PK-17807,CV Widiastuti Maulana,Lisensi & Perangkat Lunak,40,2490584017,Tinggi,Penting,0 hari
PK-87912,Perum Januar,Pengadaan Jasa,47,3972924117,Tinggi,Penting,7 hari
PK-59004,UD Lailasari Zulaika (Persero) Tbk,Pengadaan Barang,30,"137589005,8",Rendah,Penting,-10 hari
PK-69543,PT Pratama Hidayat (Persero) Tbk,Pengembangan Sistem,298,4602720067,Tinggi,Penting,258 hari
PK-76481,UD Samosir Prayoga Tbk,Pengadaan Jasa,50,"420435402,2",Rendah,Penting,10 hari
PK-32612,UD Jailani Tbk,Pengadaan Jasa,211,1188513307,Tinggi,Penting,171 hari
PK-43664,CV Utama Tbk,Lisensi & Perangkat Lunak,268,2633366233,Tinggi,Penting,228 hari
PK-1055,UD Prasasta Wahyudin Tbk,Lisensi & Perangkat Lunak,175,1579186232,Tinggi,Penting,135 hari
PK-64870,PT Wibisono Winarsih (Persero) Tbk,Pengadaan Jasa,101,1202031196,Tinggi,Penting,61 hari
PK-92238,CV Narpati Tbk,Pengadaan Jasa,129,3901877150,Tinggi,Penting,89 hari
PK-78385,PT Nainggolan Hakim,Pengembangan Sistem,39,4141602813,Tinggi,Penting,-1 hari
PK-54824,PT Andriani,Pengadaan Jasa,331,1131598765,Tinggi,Penting,291 hari
PK-32018,Perum Januar,Pengembangan Sistem,244,2807122082,Tinggi,Penting,204 hari
PK-11477,UD Puspita Tbk,Pengembangan Sistem,54,2537054789,Tinggi,Penting,14 hari
PK-94161,PT Simbolon Rahmawati Tbk,Jasa Konsultansi,229,1827554868,Tinggi,Penting,189 hari
PK-54547,PT Suryono,Pengadaan Jasa,34,1006684417,Tinggi,Penting,-6 hari
PK-72142,CV Prasetyo,Pengembangan Sistem,188,3079643907,Tinggi,Penting,148 hari
PK-78071,PT Nainggolan Hakim,Jasa Konsultansi,267,3702366941,Tinggi,Penting,227 hari
PK-7162,CV Utama Tbk,Lisensi & Perangkat Lunak,289,2638838309,Tinggi,Penting,249 hari
PK-82494,Perum Halim Gunawan,Lisensi & Perangkat Lunak,364,"190169048,5",Rendah,Penting,324 hari
PK-49449,UD Santoso Puspita (Persero) Tbk,Jasa Konsultansi,160,"542416208,4",Sedang,Penting,120 hari
PK-67716,UD Uwais Utama,Pengadaan Jasa,156,2349238209,Tinggi,Penting,116 hari
PK-8798,PT Mandasari,Pengembangan Sistem,286,4692787725,Tinggi,Penting,246 hari
PK-48594,PT Zulkarnain,Pengadaan Barang,140,"991463178,6",Sedang,Penting,100 hari
PK-66581,UD Maheswara Prastuti,Pengadaan Barang,176,834412763,Sedang,Penting,136 hari
PK-1527,PT Jailani,Pengembangan Sistem,143,3299095172,Tinggi,Penting,103 hari
PK-6612,Perum Santoso,Jasa Konsultansi,148,3482097301,Tinggi,Penting,108 hari
PK-71502,CV Maryadi (Persero) Tbk,Pengadaan Jasa,360,4448731674,Tinggi,Penting,320 hari
PK-70589,PT Simbolon Rahmawati Tbk,Pengadaan Barang,200,1665223617,Tinggi,Penting,160 hari
PK-47656,PT Pratama Hidayat (Persero) Tbk,Jasa Konsultansi,318,3865024388,Tinggi,Penting,278 hari
PK-26180,UD Tamba Tbk,Jasa Konsultansi,358,3479821325,Tinggi,Penting,318 hari
PK-94675,CV Salahudin Tbk,Pengadaan Barang,186,"798731565,2",Sedang,Penting,146 hari
PK-11136,UD Sirait (Persero) Tbk,Jasa Konsultansi,122,2793982820,Tinggi,Penting,82 hari
PK-24476,Perum Winarno,Jasa Konsultansi,128,2518939751,Tinggi,Penting,88 hari
PK-21387,PD Thamrin (Persero) Tbk,Pengembangan Sistem,270,1458855102,Tinggi,Penting,230 hari
PK-54034,Perum Utami,Pengembangan Sistem,187,2814136413,Tinggi,Penting,147 hari
PK-83158,CV Andriani Latupono,Pengembangan Sistem,109,2302368165,Tinggi,Penting,69 hari
PK-9898,CV Jailani Simbolon,Pengadaan Barang,149,1828900896,Tinggi,Penting,109 hari
PK-53606,Perum Aryani,Pengembangan Sistem,273,2111807749,Tinggi,Penting,233 hari
PK-9076,Perum Mandala Permadi,Pengadaan Jasa,42,4207243901,Tinggi,Penting,2 hari
PK-78160,Perum Latupono Maryadi,Pengadaan Jasa,202,2627397204,Tinggi,Penting,162 hari
PK-24215,CV Prasetyo,Pengadaan Jasa,300,3874086293,Tinggi,Penting,260 hari
PK-32253,PT Andriani,Pengadaan Jasa,308,4427717184,Tinggi,Penting,268 hari
PK-58297,Perum Mandala Permadi,Lisensi & Perangkat Lunak,104,3467542022,Tinggi,Penting,64 hari
PK-97503,PT Jailani Hasanah Tbk,Pengadaan Jasa,186,3824382774,Tinggi,Penting,146 hari
PK-44955,PD Ardianto Ardianto,Lisensi & Perangkat Lunak,240,4201605664,Tinggi,Penting,200 hari
PK-27617,Perum Laksita (Persero) Tbk,Pengembangan Sistem,35,3068915183,Tinggi,Penting,-5 hari
PK-10820,Perum Kusmawati Prayoga Tbk,Lisensi & Perangkat Lunak,335,3525032936,Tinggi,Penting,295 hari
PK-60530,PD Ardianto Ardianto,Pengadaan Jasa,242,"188663811,1",Rendah,Penting,202 hari
PK-28178,PD Laksita Sinaga Tbk,Pengadaan Jasa,135,"423816316,8",Rendah,Penting,95 hari
PK-4843,CV Andriani Latupono,Pengadaan Barang,232,2962905905,Tinggi,Penting,192 hari
PK-46824,CV Hidayat Latupono (Persero) Tbk,Pengadaan Barang,207,"53942208,1",Rendah,Penting,167 hari
PK-64851,PD Dongoran Widodo,Pengembangan Sistem,288,4458274453,Tinggi,Penting,248 hari
PK-3149,PD Lazuardi Tbk,Jasa Konsultansi,208,3335565663,Tinggi,Penting,168 hari
PK-96443,PD Mayasari Oktaviani Tbk,Jasa Konsultansi,290,4208002605,Tinggi,Penting,250 hari
PK-68912,PD Laksita Sinaga Tbk,Pengadaan Jasa,129,"365955491,8",Rendah,Penting,89 hari
PK-72990,CV Latupono (Persero) Tbk,Pengembangan Sistem,176,2754872857,Tinggi,Penting,136 hari
PK-67878,PT Zulkarnain,Pengembangan Sistem,51,2041535003,Tinggi,Penting,11 hari
PK-15486,Perum Aryani,Pengembangan Sistem,89,3768373440,Tinggi,Penting,49 hari
PK-27105,PD Prasetya Pratama Tbk,Lisensi & Perangkat Lunak,74,2712232969,Tinggi,Penting,34 hari
PK-62199,PT Mardhiyah Nurdiyanti (Persero) Tbk,Jasa Konsultansi,219,3837232312,Tinggi,Penting,179 hari
PK-70709,UD Prasasta Wahyudin Tbk,Pengadaan Jasa,108,4529998674,Tinggi,Penting,68 hari
PK-91486,PT Halimah,Pengadaan Jasa,80,2547198721,Tinggi,Penting,40 hari
PK-18081,Perum Megantara,Pengembangan Sistem,165,2115094505,Tinggi,Penting,125 hari
PK-59688,PD Laksita Sinaga Tbk,Lisensi & Perangkat Lunak,290,4647700169,Tinggi,Penting,250 hari
PK-24732,Perum Rajata Tbk,Pengembangan Sistem,270,4350849492,Tinggi,Penting,230 hari
PK-78635,Perum Rajata Tbk,Pengadaan Jasa,354,"100037054,7",Rendah,Penting,314 hari
PK-47770,CV Rajasa Setiawan Tbk,Pengembangan Sistem,172,4430568777,Tinggi,Penting,132 hari
PK-71621,UD Pradana Latupono Tbk,Pengembangan Sistem,36,4825482803,Tinggi,Penting,-4 hari
PK-60379,PT Simbolon Rahmawati Tbk,Jasa Konsultansi,122,2474630620,Tinggi,Penting,82 hari
PK-71558,PD Simbolon Rahayu,Pengadaan Barang,203,2058075375,Tinggi,Penting,163 hari
PK-40304,Perum Winarno,Pengadaan Jasa,292,4182553337,Tinggi,Penting,252 hari
PK-35184,PT Utama (Persero) Tbk,Jasa Konsultansi,248,1550211480,Tinggi,Penting,208 hari
PK-37784,CV Marbun,Pengembangan Sistem,81,4986792098,Tinggi,Penting,41 hari
PK-94434,PT Utama (Persero) Tbk,Jasa Konsultansi,120,3498233044,Tinggi,Penting,80 hari
PK-95347,PD Sihombing Irawan,Pengembangan Sistem,358,4681095520,Tinggi,Penting,318 hari
PK-81133,PT Utama (Persero) Tbk,Jasa Konsultansi,86,"94109575,26",Rendah,Penting,46 hari
PK-47244,PT Nashiruddin Tbk,Pengadaan Barang,355,4784373649,Tinggi,Penting,315 hari
PK-66918,CV Latupono (Persero) Tbk,Jasa Konsultansi,320,1833526650,Tinggi,Penting,280 hari
PK-27282,Perum Utami (Persero) Tbk,Pengembangan Sistem,157,2089930008,Tinggi,Penting,117 hari
PK-67477,PT Pratama Hidayat (Persero) Tbk,Pengadaan Jasa,192,1711453696,Tinggi,Penting,152 hari
PK-20860,Perum Megantara,Pengadaan Jasa,177,2000788933,Tinggi,Penting,137 hari
PK-93816,PT Nashiruddin Tbk,Jasa Konsultansi,187,1773429511,Tinggi,Penting,147 hari
PK-60481,PD Usamah Wibisono Tbk,Jasa Konsultansi,340,3257082552,Tinggi,Penting,300 hari
PK-96149,CV Maryadi (Persero) Tbk,Pengadaan Jasa,34,1814249621,Tinggi,Penting,-6 hari
PK-37618,Perum Winarno,Pengadaan Jasa,307,817954186,Sedang,Penting,267 hari
PK-61840,CV Haryanti Dongoran Tbk,Lisensi & Perangkat Lunak,31,1961775088,Tinggi,Penting,-9 hari
PK-64064,PD Dongoran Widodo,Pengadaan Jasa,334,4826878745,Tinggi,Penting,294 hari
PK-9767,PT Hariyah Tbk,Pengadaan Barang,270,"657934849,6",Sedang,Penting,230 hari
PK-45413,CV Jailani Simbolon,Lisensi & Perangkat Lunak,55,935256684,Sedang,Penting,15 hari
PK-71838,Perum Aryani,Lisensi & Perangkat Lunak,239,1346989496,Tinggi,Penting,199 hari
PK-83253,Perum Nababan Haryanti,Jasa Konsultansi,71,4179840251,Tinggi,Penting,31 hari
PK-4180,CV Handayani (Persero) Tbk,Pengadaan Barang,314,3911643304,Tinggi,Penting,274 hari
PK-61480,Perum Waluyo (Persero) Tbk,Pengembangan Sistem,101,3252771080,Tinggi,Penting,61 hari
PK-73631,PT Simbolon Rahmawati Tbk,Lisensi & Perangkat Lunak,274,3366002241,Tinggi,Penting,234 hari
PK-45577,PT Haryanti,Lisensi & Perangkat Lunak,351,3401048972,Tinggi,Penting,311 hari
PK-81553,PT Wibisono Winarsih (Persero) Tbk,Lisensi & Perangkat Lunak,58,1679020608,Tinggi,Penting,18 hari
PK-97434,CV Jailani Simbolon,Pengembangan Sistem,318,"993446646,9",Sedang,Penting,278 hari
PK-10144,PT Saputra Hasanah,Jasa Konsultansi,273,3888364222,Tinggi,Penting,233 hari
PK-6221,Perum Halim Gunawan,Jasa Konsultansi,335,"655562093,5",Sedang,Penting,295 hari
PK-40426,UD Jailani Tbk,Jasa Konsultansi,354,1612256217,Tinggi,Penting,314 hari
PK-36290,CV Andriani Latupono,Pengadaan Barang,281,"96628580,54",Rendah,Penting,241 hari
PK-69738,CV Widiastuti Maulana,Lisensi & Perangkat Lunak,147,4449077950,Tinggi,Penting,107 hari
PK-29620,CV Mansur,Jasa Konsultansi,141,3663816680,Tinggi,Penting,101 hari
PK-88198,PD Sihombing Irawan,Pengadaan Barang,238,1456082153,Tinggi,Penting,198 hari
PK-32881,PT Nainggolan Hakim,Pengembangan Sistem,135,3293491799,Tinggi,Penting,95 hari
PK-27920,PT Jailani,Pengadaan Barang,159,4772082181,Tinggi,Penting,119 hari
PK-21611,Perum Utami,Jasa Konsultansi,69,4830085495,Tinggi,Penting,29 hari
PK-82177,PD Usamah Wibisono Tbk,Lisensi & Perangkat Lunak,106,4470144046,Tinggi,Penting,66 hari
PK-64269,PT Hariyah Tbk,Pengembangan Sistem,69,4615635289,Tinggi,Penting,29 hari
PK-21101,CV Prasetyo,Pengadaan Jasa,287,3653161148,Tinggi,Penting,247 hari
PK-47262,Perum Kusmawati Prayoga Tbk,Pengadaan Barang,201,"793841314,3",Sedang,Penting,161 hari
PK-69677,UD Maheswara Prastuti,Lisensi & Perangkat Lunak,349,3230426747,Tinggi,Penting,309 hari
PK-91413,Perum Utami (Persero) Tbk,Lisensi & Perangkat Lunak,197,1581530379,Tinggi,Penting,157 hari
PK-85259,PT Jailani Hasanah Tbk,Jasa Konsultansi,77,"536207837,3",Sedang,Penting,37 hari
PK-38015,PD Simbolon Rahayu,Jasa Konsultansi,276,3976238996,Tinggi,Penting,236 hari
PK-89793,Perum Utama (Persero) Tbk,Pengadaan Barang,261,2448226245,Tinggi,Penting,221 hari
PK-44395,PD Sihotang (Persero) Tbk,Pengadaan Barang,162,3301557306,Tinggi,Penting,122 hari
PK-51175,Perum Winarno,Lisensi & Perangkat Lunak,240,629904004,Sedang,Penting,200 hari
PK-54396,PD Mayasari Oktaviani Tbk,Jasa Konsultansi,331,1439446421,Tinggi,Penting,291 hari
PK-33493,PD Laksita Sinaga Tbk,Pengadaan Barang,316,"798972600,5",Sedang,Penting,276 hari
PK-9935,PT Hastuti Permata,Pengembangan Sistem,296,4769728744,Tinggi,Penting,256 hari
PK-95940,Perum Kusmawati Prayoga Tbk,Pengembangan Sistem,81,3427048325,Tinggi,Penting,41 hari
PK-18314,PD Sihotang (Persero) Tbk,Pengembangan Sistem,49,3986467384,Tinggi,Penting,9 hari
PK-78351,PD Sihotang (Persero) Tbk,Jasa Konsultansi,30,4280197074,Tinggi,Penting,-10 hari
PK-11843,CV Mansur,Pengadaan Barang,115,3483580295,Tinggi,Penting,75 hari
PK-70238,PD Laksita (Persero) Tbk,Jasa Konsultansi,265,"445593574,2",Rendah,Penting,225 hari
PK-31742,CV Marbun,Lisensi & Perangkat Lunak,71,"733449620,3",Sedang,Penting,31 hari
PK-7285,Perum Rajata Tbk,Lisensi & Perangkat Lunak,313,2376759832,Tinggi,Penting,273 hari
PK-48599,PD Halimah,Pengadaan Barang,354,1653822033,Tinggi,Penting,314 hari
PK-84449,PD Dongoran Widodo,Pengadaan Jasa,356,1477686677,Tinggi,Penting,316 hari
PK-34700,PD Sihombing Irawan,Pengadaan Barang,94,3672981953,Tinggi,Penting,54 hari
PK-26302,Perum Kusmawati Prayoga Tbk,Jasa Konsultansi,167,2640931675,Tinggi,Penting,127 hari
PK-7225,PT Wibisono Winarsih (Persero) Tbk,Pengembangan Sistem,112,"208917475,9",Rendah,Penting,72 hari
PK-72123,Perum Rahayu Firgantoro,Pengadaan Barang,328,4365174553,Tinggi,Penting,288 hari
PK-79817,Perum Laksita (Persero) Tbk,Jasa Konsultansi,50,2785718020,Tinggi,Penting,10 hari
PK-37800,Perum Nababan Haryanti,Lisensi & Perangkat Lunak,86,1541900207,Tinggi,Penting,46 hari
PK-41191,PT Jailani,Pengadaan Jasa,31,"336094940,1",Rendah,Penting,-9 hari
PK-59987,Perum Januar,Pengadaan Barang,64,3569612888,Tinggi,Penting,24 hari
PK-55442,PD Dongoran Anggriawan (Persero) Tbk,Pengadaan Jasa,225,3827501901,Tinggi,Penting,185 hari
PK-95732,CV Jailani Simbolon,Pengadaan Barang,253,1263081232,Tinggi,Penting,213 hari
PK-68370,Perum Utami (Persero) Tbk,Jasa Konsultansi,97,2770132795,Tinggi,Penting,57 hari
PK-9140,Perum Nuraini Namaga (Persero) Tbk,Lisensi & Perangkat Lunak,47,4241545304,Tinggi,Penting,7 hari
PK-33185,PD Laksita Sinaga Tbk,Lisensi & Perangkat Lunak,92,"776095189,4",Sedang,Penting,52 hari
PK-5389,Perum Mandala Permadi,Jasa Konsultansi,234,1123043276,Tinggi,Penting,194 hari
PK-32074,UD Haryanti,Jasa Konsultansi,75,1699123100,Tinggi,Penting,35 hari
PK-79410,PT Andriani,Lisensi & Perangkat Lunak,91,"213371338,5",Rendah,Penting,51 hari
PK-74387,PT Latupono Tbk,Pengadaan Jasa,265,2363215914,Tinggi,Penting,225 hari
PK-533,Perum Laksita (Persero) Tbk,Pengembangan Sistem,279,4581696505,Tinggi,Penting,239 hari
PK-47601,UD Pradana Latupono Tbk,Pengadaan Barang,235,3924766324,Tinggi,Penting,195 hari
PK-67223,CV Narpati Tbk,Jasa Konsultansi,313,2642237009,Tinggi,Penting,273 hari
PK-86724,PD Laksmiwati Haryanto,Jasa Konsultansi,66,"374840453,1",Rendah,Penting,26 hari
PK-964,Perum Rajata Tbk,Jasa Konsultansi,234,3287761328,Tinggi,Penting,194 hari
PK-72557,PD Dongoran Widodo,Lisensi & Perangkat Lunak,239,2828231349,Tinggi,Penting,199 hari
PK-11554,CV Handayani (Persero) Tbk,Lisensi & Perangkat Lunak,265,"581152710,4",Sedang,Penting,225 hari
PK-52546,PT Jailani Hasanah Tbk,Pengadaan Barang,328,4467474883,Tinggi,Penting,288 hari
PK-77970,PD Prasetya Pratama Tbk,Jasa Konsultansi,334,1575164386,Tinggi,Penting,294 hari
PK-21079,Perum Santoso,Pengadaan Barang,295,4184876657,Tinggi,Penting,255 hari
PK-6956,UD Sirait (Persero) Tbk,Lisensi & Perangkat Lunak,96,"369762932,3",Rendah,Penting,56 hari
PK-57232,PT Latupono Tbk,Lisensi & Perangkat Lunak,317,4224534107,Tinggi,Penting,277 hari
PK-54505,UD Iswahyudi Nababan,Jasa Konsultansi,32,3239793787,Tinggi,Penting,-8 hari
PK-96368,PD Mayasari Oktaviani Tbk,Lisensi & Perangkat Lunak,169,3445549240,Tinggi,Penting,129 hari
PK-66403,UD Uwais Utama,Lisensi & Perangkat Lunak,129,2095032994,Tinggi,Penting,89 hari
PK-76239,Perum Rahayu Firgantoro,Pengadaan Jasa,361,4709299265,Tinggi,Penting,321 hari
PK-94081,PT Jailani Hasanah Tbk,Lisensi & Perangkat Lunak,155,1109511071,Tinggi,Penting,115 hari
PK-36852,PT Zulkarnain,Pengembangan Sistem,174,2066787436,Tinggi,Penting,134 hari
PK-48856,UD Pradana Latupono Tbk,Pengadaan Barang,203,2476249894,Tinggi,Penting,163 hari
PK-91141,CV Latupono (Persero) Tbk,Pengadaan Jasa,208,2383403196,Tinggi,Penting,168 hari
PK-98095,UD Puspita Tbk,Jasa Konsultansi,129,4331563707,Tinggi,Penting,89 hari
PK-4386,Perum Hidayat Permata (Persero) Tbk,Pengembangan Sistem,353,4998590617,Tinggi,Penting,313 hari
PK-43632,PD Mayasari Oktaviani Tbk,Pengadaan Jasa,289,1414262615,Tinggi,Penting,249 hari
PK-42012,Perum Megantara,Pengadaan Barang,347,1104243684,Tinggi,Penting,307 hari
PK-77184,PT Nashiruddin Tbk,Pengadaan Jasa,277,2677472896,Tinggi,Penting,237 hari
PK-55755,Perum Nababan Haryanti,Lisensi & Perangkat Lunak,123,3153302472,Tinggi,Penting,83 hari
PK-32765,CV Marbun,Pengembangan Sistem,123,1443921124,Tinggi,Penting,83 hari
PK-99401,PD Sihotang (Persero) Tbk,Lisensi & Perangkat Lunak,168,"793473114,7",Sedang,Penting,128 hari
PK-66851,PT Utama (Persero) Tbk,Lisensi & Perangkat Lunak,304,4452679209,Tinggi,Penting,264 hari
PK-78477,UD Uwais Utama,Lisensi & Perangkat Lunak,71,1041864164,Tinggi,Penting,31 hari
PK-53991,UD Najmudin Tbk,Pengadaan Barang,180,2540287338,Tinggi,Penting,140 hari
PK-12483,PD Yulianti Nababan,Jasa Konsultansi,327,"931738767,4",Sedang,Penting,287 hari
PK-16863,PD Situmorang Wahyudin,Pengadaan Jasa,306,1164988843,Tinggi,Penting,266 hari
PK-62400,UD Santoso Puspita (Persero) Tbk,Lisensi & Perangkat Lunak,211,4738113036,Tinggi,Penting,171 hari
PK-2141,Perum Winarno,Pengadaan Barang,46,2426622223,Tinggi,Penting,6 hari
PK-59296,Perum Aryani,Lisensi & Perangkat Lunak,33,1933014234,Tinggi,Penting,-7 hari
PK-37945,PT Latupono Tbk,Jasa Konsultansi,215,3056405763,Tinggi,Penting,175 hari
PK-44571,PD Laksmiwati Haryanto,Jasa Konsultansi,155,3419243894,Tinggi,Penting,115 hari
PK-52546,PT Nainggolan Hakim,Pengadaan Barang,215,4126834471,Tinggi,Penting,175 hari
PK-5806,UD Pradana Latupono Tbk,Pengembangan Sistem,282,2604496542,Tinggi,Penting,242 hari
PK-50155,CV Prasetyo,Pengembangan Sistem,317,2077258980,Tinggi,Penting,277 hari
PK-38719,PD Yulianti Nababan,Pengadaan Jasa,46,4373722999,Tinggi,Penting,6 hari
PK-20288,PT Jailani Hasanah Tbk,Jasa Konsultansi,65,"300514872,8",Rendah,Penting,25 hari
PK-55683,UD Najmudin Tbk,Pengembangan Sistem,136,4294651981,Tinggi,Penting,96 hari
PK-22306,CV Maryadi (Persero) Tbk,Lisensi & Perangkat Lunak,85,4291163972,Tinggi,Penting,45 hari
PK-72164,PD Sihotang (Persero) Tbk,Pengadaan Jasa,74,"79938422,05",Rendah,Penting,34 hari
PK-15161,PT Damanik (Persero) Tbk,Jasa Konsultansi,192,4016130049,Tinggi,Penting,152 hari
PK-48143,UD Samosir Prayoga Tbk,Jasa Konsultansi,241,3611994159,Tinggi,Penting,201 hari
PK-50979,PT Zulkarnain,Pengadaan Jasa,74,1891649893,Tinggi,Penting,34 hari
PK-73536,CV Winarno Samosir (Persero) Tbk,Pengadaan Barang,222,3602659190,Tinggi,Penting,182 hari
PK-53723,PD Yulianti Nababan,Jasa Konsultansi,75,2111896819,Tinggi,Penting,35 hari
PK-99524,CV Utama Tbk,Pengadaan Barang,84,2177329288,Tinggi,Penting,44 hari
PK-13738,CV Salahudin Tbk,Pengadaan Jasa,94,1483213462,Tinggi,Penting,54 hari
PK-77604,PT Mandasari,Pengadaan Barang,355,3457326563,Tinggi,Penting,315 hari
PK-49906,UD Uwais Utama,Pengembangan Sistem,248,1106582729,Tinggi,Penting,208 hari
PK-17394,UD Haryanti,Pengadaan Jasa,118,2673386311,Tinggi,Penting,78 hari
PK-41347,PT Mahendra Usada,Pengadaan Jasa,176,2761816102,Tinggi,Penting,136 hari
PK-94370,Perum Halim Gunawan,Pengadaan Jasa,279,1170590355,Tinggi,Penting,239 hari
PK-92335,Perum Winarno,Pengadaan Barang,48,1588209691,Tinggi,Penting,8 hari
